date,group,target,lags,delta_sign,weekday_vector,lag_pct_IBOV,lag_pct_ITUB4,lag_pct_BBDC4,lag_pct_VALE3,lag_pct_PETR4,lag_pct_PETR3,lag_pct_ABEV3,lag_pct_BBAS3,lag_pct_B3SA3,lag_pct_ITSA4
2019-11-27,train,[0.6799043461634787],"[0.6711657003438908, 0.689545132614673, 0.6931536951410976, 0.6770632764131966, 0.6517629443715851, 0.661578773034882, 0.6644063779996177]","[-1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 0]","[0, 0, 1, 0, 0, 0, 0]","[-0.026654429712366423, -0.005206006332679314, 0.023765014716410793, 0.0388183038942258, -0.01483697643179871, -0.00425583657587536, 0.013203014311821137]","[-0.020442964104154915, -0.014273672769862022, 0.006762407788646119, 0.01024766864235338, -0.010979712404907804, -0.00448430061781413, 0.006487998230927383]","[-0.021403071534420004, -0.005028078079736598, 0.01653638068092711, 0.0057453354281600255, -0.001811014032968128, -0.006596664279821307, -0.004180379805121981]","[0.007078265946349527, 0.016590082976339238, 0.033250736704574235, 0.0051899524497216465, 0.011762183394553372, 0.012978736390458767, -0.002546666693652333]","[-0.018163438159881418, -0.008338892722389635, 0.004355080707044268, 0.03717858475662639, -0.010316342429423031, -0.007508509183721146, -0.02006690264630906]","[-0.01967523607459798, -0.006207348086968434, 0.004364070500548101, 0.02656005859374999, -0.014195607322052495, -0.0003153050085737963, -0.02129637064538792]","[-0.009340663141076067, 0.00054976517802241, 0.0066408877288344215, 0.022637216570638996, 0.006264271850628944, 0.0063036503262823285, 0.0046056372965370684]","[-0.012875504158102014, -0.0032085887888536613, 0.007977553328241127, 0.012884912443577257, -0.01590367253778624, 0.00043002490830912343, 0.012187106622322696]","[-0.026585732585172495, -0.0347545193446922, 0.01247955394889444, 0.01960789462523138, -0.02243071509548178, -0.015261010706353995, 0.005451251048213868]","[-0.023916269961675507, -0.024070016250026027, 0.014803834631888169, 0.006706419677811493, -0.013235316185802093, -0.002201007536266064, 0.009629638106734673]"
2019-11-28,train,[0.6877408513514607],"[0.6799043461634787, 0.6711657003438908, 0.689545132614673, 0.6931536951410976, 0.6770632764131966, 0.6517629443715851, 0.661578773034882]","[1.0, -1.0, -1.0, 1.0, 1.0, -1.0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0.013020101913894688, -0.026654429712366423, -0.005206006332679314, 0.023765014716410793, 0.0388183038942258, -0.01483697643179871, -0.00425583657587536]","[0.005797123563462403, -0.020442964104154915, -0.014273672769862022, 0.006762407788646119, 0.01024766864235338, -0.010979712404907804, -0.00448430061781413]","[0.016707168855569332, -0.021403071534420004, -0.005028078079736598, 0.01653638068092711, 0.0057453354281600255, -0.001811014032968128, -0.006596664279821307]","[-0.01249510688003952, 0.007078265946349527, 0.016590082976339238, 0.033250736704574235, 0.0051899524497216465, 0.011762183394553372, 0.012978736390458767]","[0.0047961420721829295, -0.018163438159881418, -0.008338892722389635, 0.004355080707044268, 0.03717858475662639, -0.010316342429423031, -0.007508509183721146]","[0.0019114805497830734, -0.01967523607459798, -0.006207348086968434, 0.004364070500548101, 0.02656005859374999, -0.014195607322052495, -0.0003153050085737963]","[-0.0038825069055432593, -0.009340663141076067, 0.00054976517802241, 0.0066408877288344215, 0.022637216570638996, 0.006264271850628944, 0.0063036503262823285]","[0.02913043809973681, -0.012875504158102014, -0.0032085887888536613, 0.007977553328241127, 0.012884912443577257, -0.01590367253778624, 0.00043002490830912343]","[0.020430123934181754, -0.026585732585172495, -0.0347545193446922, 0.01247955394889444, 0.01960789462523138, -0.02243071509548178, -0.015261010706353995]","[0.012251136467942514, -0.023916269961675507, -0.024070016250026027, 0.014803834631888169, 0.006706419677811493, -0.013235316185802093, -0.002201007536266064]"
2019-11-29,train,[0.686973358575318],"[0.6877408513514607, 0.6799043461634787, 0.6711657003438908, 0.689545132614673, 0.6931536951410976, 0.6770632764131966, 0.6517629443715851]","[1.0, 1.0, -1.0, -1.0, 1.0, 1.0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0.011525893652837071, 0.013020101913894688, -0.026654429712366423, -0.005206006332679314, 0.023765014716410793, 0.0388183038942258, -0.01483697643179871]","[-0.0028819102772229543, 0.005797123563462403, -0.020442964104154915, -0.014273672769862022, 0.006762407788646119, 0.01024766864235338, -0.010979712404907804]","[-0.007768174499365399, 0.016707168855569332, -0.021403071534420004, -0.005028078079736598, 0.01653638068092711, 0.0057453354281600255, -0.001811014032968128]","[-0.004151895839611952, -0.01249510688003952, 0.007078265946349527, 0.016590082976339238, 0.033250736704574235, 0.0051899524497216465, 0.011762183394553372]","[0.006818982729618117, 0.0047961420721829295, -0.018163438159881418, -0.008338892722389635, 0.004355080707044268, 0.03717858475662639, -0.010316342429423031]","[0.00445149081883045, 0.0019114805497830734, -0.01967523607459798, -0.006207348086968434, 0.004364070500548101, 0.02656005859374999, -0.014195607322052495]","[0.0027840282270619188, -0.0038825069055432593, -0.009340663141076067, 0.00054976517802241, 0.0066408877288344215, 0.022637216570638996, 0.006264271850628944]","[0.005492148726133683, 0.02913043809973681, -0.012875504158102014, -0.0032085887888536613, 0.007977553328241127, 0.012884912443577257, -0.01590367253778624]","[0.01475238675836188, 0.020430123934181754, -0.026585732585172495, -0.0347545193446922, 0.01247955394889444, 0.01960789462523138, -0.02243071509548178]","[0.0022692687114396204, 0.012251136467942514, -0.023916269961675507, -0.024070016250026027, 0.014803834631888169, 0.006706419677811493, -0.013235316185802093]"
2019-12-02,train,[0.6981222010077046],"[0.686973358575318, 0.6877408513514607, 0.6799043461634787, 0.6711657003438908, 0.689545132614673, 0.6931536951410976, 0.6770632764131966]","[-1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 0]","[1, 0, 0, 0, 0, 0, 0]","[-0.0011159621747558468, 0.011525893652837071, 0.013020101913894688, -0.026654429712366423, -0.005206006332679314, 0.023765014716410793, 0.0388183038942258]","[0.005780369125999885, -0.0028819102772229543, 0.005797123563462403, -0.020442964104154915, -0.014273672769862022, 0.006762407788646119, 0.01024766864235338]","[0.004817821466547079, -0.007768174499365399, 0.016707168855569332, -0.021403071534420004, -0.005028078079736598, 0.01653638068092711, 0.0057453354281600255]","[-0.007742692037294496, -0.004151895839611952, -0.01249510688003952, 0.007078265946349527, 0.016590082976339238, 0.033250736704574235, 0.0051899524497216465]","[-0.012868305427675919, 0.006818982729618117, 0.0047961420721829295, -0.018163438159881418, -0.008338892722389635, 0.004355080707044268, 0.03717858475662639]","[-0.012345659631675776, 0.00445149081883045, 0.0019114805497830734, -0.01967523607459798, -0.006207348086968434, 0.004364070500548101, 0.02656005859374999]","[0.0022209332409983684, 0.0027840282270619188, -0.0038825069055432593, -0.009340663141076067, 0.00054976517802241, 0.0066408877288344215, 0.022637216570638996]","[0.004411825754240262, 0.005492148726133683, 0.02913043809973681, -0.012875504158102014, -0.0032085887888536613, 0.007977553328241127, 0.012884912443577257]","[-0.008930431807871675, 0.01475238675836188, 0.020430123934181754, -0.026585732585172495, -0.0347545193446922, 0.01247955394889444, 0.01960789462523138]","[0.001509468510465739, 0.0022692687114396204, 0.012251136467942514, -0.023916269961675507, -0.024070016250026027, 0.014803834631888169, 0.006706419677811493]"
2019-12-03,train,[0.6967083985253368],"[0.6981222010077046, 0.686973358575318, 0.6877408513514607, 0.6799043461634787, 0.6711657003438908, 0.689545132614673, 0.6931536951410976]","[1.0, -1.0, 1.0, 1.0, -1.0, -1.0, 0]","[0, 1, 0, 0, 0, 0, 0]","[0.016228929831438643, -0.0011159621747558468, 0.011525893652837071, 0.013020101913894688, -0.026654429712366423, -0.005206006332679314, 0.023765014716410793]","[0.01379309059654088, 0.005780369125999885, -0.0028819102772229543, 0.005797123563462403, -0.020442964104154915, -0.014273672769862022, 0.006762407788646119]","[0.006592773299903154, 0.004817821466547079, -0.007768174499365399, 0.016707168855569332, -0.021403071534420004, -0.005028078079736598, 0.01653638068092711]","[0.027210896814880314, -0.007742692037294496, -0.004151895839611952, -0.01249510688003952, 0.007078265946349527, 0.016590082976339238, 0.033250736704574235]","[-0.0027444228045615526, -0.012868305427675919, 0.006818982729618117, 0.0047961420721829295, -0.018163438159881418, -0.008338892722389635, 0.004355080707044268]","[-0.0012820805945253921, -0.012345659631675776, 0.00445149081883045, 0.0019114805497830734, -0.01967523607459798, -0.006207348086968434, 0.004364070500548101]","[-0.004432128924515277, 0.0022209332409983684, 0.0027840282270619188, -0.0038825069055432593, -0.009340663141076067, 0.00054976517802241, 0.0066408877288344215]","[-0.007948150119224229, 0.004411825754240262, 0.005492148726133683, 0.02913043809973681, -0.012875504158102014, -0.0032085887888536613, 0.007977553328241127]","[-0.002514726393803346, -0.008930431807871675, 0.01475238675836188, 0.020430123934181754, -0.026585732585172495, -0.0347545193446922, 0.01247955394889444]","[0.006782154921548544, 0.001509468510465739, 0.0022692687114396204, 0.012251136467942514, -0.023916269961675507, -0.024070016250026027, 0.014803834631888169]"
2019-12-04,train,[0.7148185350851918],"[0.6967083985253368, 0.6981222010077046, 0.686973358575318, 0.6877408513514607, 0.6799043461634787, 0.6711657003438908, 0.689545132614673]","[-1.0, 1.0, -1.0, 1.0, 1.0, -1.0, 0]","[0, 0, 1, 0, 0, 0, 0]","[-0.0020251504397468256, 0.016228929831438643, -0.0011159621747558468, 0.011525893652837071, 0.013020101913894688, -0.026654429712366423, -0.005206006332679314]","[0.0002835072725777543, 0.01379309059654088, 0.005780369125999885, -0.0028819102772229543, 0.005797123563462403, -0.020442964104154915, -0.014273672769862022]","[0.002977042444310296, 0.006592773299903154, 0.004817821466547079, -0.007768174499365399, 0.016707168855569332, -0.021403071534420004, -0.005028078079736598]","[-0.017919789265840147, 0.027210896814880314, -0.007742692037294496, -0.004151895839611952, -0.01249510688003952, 0.007078265946349527, 0.016590082976339238]","[-0.003095980513681096, -0.0027444228045615526, -0.012868305427675919, 0.006818982729618117, 0.0047961420721829295, -0.018163438159881418, -0.008338892722389635]","[-0.0028883232679273174, -0.0012820805945253921, -0.012345659631675776, 0.00445149081883045, 0.0019114805497830734, -0.01967523607459798, -0.006207348086968434]","[-0.005564745572738006, -0.004432128924515277, 0.0022209332409983684, 0.0027840282270619188, -0.0038825069055432593, -0.009340663141076067, 0.00054976517802241]","[0.020240334773261592, -0.007948150119224229, 0.004411825754240262, 0.005492148726133683, 0.02913043809973681, -0.012875504158102014, -0.0032085887888536613]","[0.01071433093653873, -0.002514726393803346, -0.008930431807871675, 0.01475238675836188, 0.020430123934181754, -0.026585732585172495, -0.0347545193446922]","[-0.0022454890525538396, 0.006782154921548544, 0.001509468510465739, 0.0022692687114396204, 0.012251136467942514, -0.023916269961675507, -0.024070016250026027]"
2019-12-05,train,[0.7191407312455735],"[0.7148185350851918, 0.6967083985253368, 0.6981222010077046, 0.686973358575318, 0.6877408513514607, 0.6799043461634787, 0.6711657003438908]","[1.0, -1.0, 1.0, -1.0, 1.0, 1.0, 0]","[0, 0, 0, 1, 0, 0, 0]","[0.025993854241153302, -0.0020251504397468256, 0.016228929831438643, -0.0011159621747558468, 0.011525893652837071, 0.013020101913894688, -0.026654429712366423]","[0.035987543916579545, 0.0002835072725777543, 0.01379309059654088, 0.005780369125999885, -0.0028819102772229543, 0.005797123563462403, -0.020442964104154915]","[0.02582367840196409, 0.002977042444310296, 0.006592773299903154, 0.004817821466547079, -0.007768174499365399, 0.016707168855569332, -0.021403071534420004]","[0.009916700082467589, -0.017919789265840147, 0.027210896814880314, -0.007742692037294496, -0.004151895839611952, -0.01249510688003952, 0.007078265946349527]","[0.023464469148273492, -0.003095980513681096, -0.0027444228045615526, -0.012868305427675919, 0.006818982729618117, 0.0047961420721829295, -0.018163438159881418]","[0.012230481874724308, -0.0028883232679273174, -0.0012820805945253921, -0.012345659631675776, 0.00445149081883045, 0.0019114805497830734, -0.01967523607459798]","[0.02406258408690687, -0.005564745572738006, -0.004432128924515277, 0.0022209332409983684, 0.0027840282270619188, -0.0038825069055432593, -0.009340663141076067]","[0.014465814667672827, 0.020240334773261592, -0.007948150119224229, 0.004411825754240262, 0.005492148726133683, 0.02913043809973681, -0.012875504158102014]","[0.026397847467297897, 0.01071433093653873, -0.002514726393803346, -0.008930431807871675, 0.01475238675836188, 0.020430123934181754, -0.026585732585172495]","[0.024005978743865786, -0.0022454890525538396, 0.006782154921548544, 0.001509468510465739, 0.0022692687114396204, 0.012251136467942514, -0.023916269961675507]"
2019-12-06,train,[0.7259269831609393],"[0.7191407312455735, 0.7148185350851918, 0.6967083985253368, 0.6981222010077046, 0.686973358575318, 0.6877408513514607, 0.6799043461634787]","[1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 0]","[0, 0, 0, 0, 1, 0, 0]","[0.006046564195298476, 0.025993854241153302, -0.0020251504397468256, 0.016228929831438643, -0.0011159621747558468, 0.011525893652837071, 0.013020101913894688]","[-0.0013676983008633625, 0.035987543916579545, 0.0002835072725777543, 0.01379309059654088, 0.005780369125999885, -0.0028819102772229543, 0.005797123563462403]","[0.004050952591263757, 0.02582367840196409, 0.002977042444310296, 0.006592773299903154, 0.004817821466547079, -0.007768174499365399, 0.016707168855569332]","[0.0005892104295563971, 0.009916700082467589, -0.017919789265840147, 0.027210896814880314, -0.007742692037294496, -0.004151895839611952, -0.01249510688003952]","[0.01314900174156497, 0.023464469148273492, -0.003095980513681096, -0.0027444228045615526, -0.012868305427675919, 0.006818982729618117, 0.0047961420721829295]","[0.013036560809729814, 0.012230481874724308, -0.0028883232679273174, -0.0012820805945253921, -0.012345659631675776, 0.00445149081883045, 0.0019114805497830734]","[-0.008196700807861168, 0.02406258408690687, -0.005564745572738006, -0.004432128924515277, 0.0022209332409983684, 0.0027840282270619188, -0.0038825069055432593]","[-0.008555754376391778, 0.014465814667672827, 0.020240334773261592, -0.007948150119224229, 0.004411825754240262, 0.005492148726133683, 0.02913043809973681]","[-0.0026326663690410257, 0.026397847467297897, 0.01071433093653873, -0.002514726393803346, -0.008930431807871675, 0.01475238675836188, 0.020430123934181754]","[-0.004395565393344958, 0.024005978743865786, -0.0022454890525538396, 0.006782154921548544, 0.001509468510465739, 0.0022692687114396204, 0.012251136467942514]"
2019-12-09,train,[0.7239207301145316],"[0.7259269831609393, 0.7191407312455735, 0.7148185350851918, 0.6967083985253368, 0.6981222010077046, 0.686973358575318, 0.6877408513514607]","[1.0, 1.0, 1.0, -1.0, 1.0, -1.0, 0]","[1, 0, 0, 0, 0, 0, 0]","[0.00943661180699884, 0.006046564195298476, 0.025993854241153302, -0.0020251504397468256, 0.016228929831438643, -0.0011159621747558468, 0.011525893652837071]","[-0.01807723576428788, -0.0013676983008633625, 0.035987543916579545, 0.0002835072725777543, 0.01379309059654088, 0.005780369125999885, -0.0028819102772229543]","[-0.01123919766625392, 0.004050952591263757, 0.02582367840196409, 0.002977042444310296, 0.006592773299903154, 0.004817821466547079, -0.007768174499365399]","[0.007850789110735334, 0.0005892104295563971, 0.009916700082467589, -0.017919789265840147, 0.027210896814880314, -0.007742692037294496, -0.004151895839611952]","[0.009983399401860549, 0.01314900174156497, 0.023464469148273492, -0.003095980513681096, -0.0027444228045615526, -0.012868305427675919, 0.006818982729618117]","[0.006591308237590798, 0.013036560809729814, 0.012230481874724308, -0.0028883232679273174, -0.0012820805945253921, -0.012345659631675776, 0.00445149081883045]","[0.01652898902008193, -0.008196700807861168, 0.02406258408690687, -0.005564745572738006, -0.004432128924515277, 0.0022209332409983684, 0.0027840282270619188]","[-0.004109245033212194, -0.008555754376391778, 0.014465814667672827, 0.020240334773261592, -0.007948150119224229, 0.004411825754240262, 0.005492148726133683]","[-0.0030457162615006306, -0.0026326663690410257, 0.026397847467297897, 0.01071433093653873, -0.002514726393803346, -0.008930431807871675, 0.01475238675836188]","[-0.009565865561536602, -0.004395565393344958, 0.024005978743865786, -0.0022454890525538396, 0.006782154921548544, 0.001509468510465739, 0.0022692687114396204]"
2019-12-10,train,[0.7198139705228916],"[0.7239207301145316, 0.7259269831609393, 0.7191407312455735, 0.7148185350851918, 0.6967083985253368, 0.6981222010077046, 0.686973358575318]","[-1.0, 1.0, 1.0, 1.0, -1.0, 1.0, 0]","[0, 1, 0, 0, 0, 0, 0]","[-0.0027637119062191573, 0.00943661180699884, 0.006046564195298476, 0.025993854241153302, -0.0020251504397468256, 0.016228929831438643, -0.0011159621747558468]","[0.019525824065090625, -0.01807723576428788, -0.0013676983008633625, 0.035987543916579545, 0.0002835072725777543, 0.01379309059654088, 0.005780369125999885]","[0.0084523230848077, -0.01123919766625392, 0.004050952591263757, 0.02582367840196409, 0.002977042444310296, 0.006592773299903154, 0.004817821466547079]","[0.001752680725652711, 0.007850789110735334, 0.0005892104295563971, 0.009916700082467589, -0.017919789265840147, 0.027210896814880314, -0.007742692037294496]","[-0.004612892759057408, 0.009983399401860549, 0.01314900174156497, 0.023464469148273492, -0.003095980513681096, -0.0027444228045615526, -0.012868305427675919]","[0.004989081663069994, 0.006591308237590798, 0.013036560809729814, 0.012230481874724308, -0.0028883232679273174, -0.0012820805945253921, -0.012345659631675776]","[-0.0005420178031604328, 0.01652898902008193, -0.008196700807861168, 0.02406258408690687, -0.005564745572738006, -0.004432128924515277, 0.0022209332409983684]","[0.003094650451908265, -0.004109245033212194, -0.008555754376391778, 0.014465814667672827, 0.020240334773261592, -0.007948150119224229, 0.004411825754240262]","[-0.029531506991928524, -0.0030457162615006306, -0.0026326663690410257, 0.026397847467297897, 0.01071433093653873, -0.002514726393803346, -0.008930431807871675]","[0.01634474490381166, -0.009565865561536602, -0.004395565393344958, 0.024005978743865786, -0.0022454890525538396, 0.006782154921548544, 0.001509468510465739]"
